Place,Name,Birth.Date,Nat.,Mark,event_meta,event,games_link,athlete_links,games,country,date,Points,Records,Wind,Remarks
8,Mudhawi ALSHAMMARI,25 APR 1998,KUW,11.81,"Round 1 - Heat 7, Wind: -0.2",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/kuwait/mudhawi-alshammari-14597370,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Natacha NGOYE AKAMABI,15 AUG 1993,CGO,11.47,"Preliminary Round - Heat 1, Wind: +0.3",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/congo/natacha-ngoye-akamabi-14429097,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,Margaret Vanessa BARRIE,29 MAY 1996,SLE,11.53,"Preliminary Round - Heat 1, Wind: +0.3",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/sierra-leone/margaret-vanessa-barrie-14539999,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Amya CLARKE,10 SEP 1999,SKN,11.67,"Preliminary Round - Heat 1, Wind: +0.3",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/saint-kitts-and-nevis/amya-clarke-14591274,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Djénébou DANTÉ,07 AUG 1989,MLI,12.12,"Preliminary Round - Heat 1, Wind: +0.3",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/mali/djenebou-dante-014291321,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Hadel ABOUD,21 OCT 1999,LBA,12.7,"Preliminary Round - Heat 1, Wind: +0.3",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/libya/hadel-aboud-014916212,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Bashair Obaid AL MANWARI,13 MAR 1997,QAT,13.12,"Preliminary Round - Heat 1, Wind: +0.3",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/qatar/bashair-obaid-al-manwari-014666915,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Kimia YOUSOFI,20 MAY 1996,AFG,13.29,"Preliminary Round - Heat 1, Wind: +0.3",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/afghanistan/kimia-yousofi-14811449,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Alba MBO NCHAMA,13 FEB 2003,GEQ,13.36,"Preliminary Round - Heat 1, Wind: +0.3",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/equatorial-guinea/alba-mbo-nchama-14916446,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
9,Amed ELNA,21 DEC 1999,COM,14.3,"Preliminary Round - Heat 1, Wind: +0.3",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/comoros/amed-elna-14989109,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Farzaneh FASIHI,03 JAN 1993,IRI,11.76,"Preliminary Round - Heat 2, Wind: +0.5",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/islamic-republic-of-iran/farzaneh-fasihi-14498436,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,Azreen Nabila ALIAS,29 JUN 2000,MAS,11.77,"Preliminary Round - Heat 2, Wind: +0.5",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/malaysia/azreen-nabila-alias-14701107,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Mudhawi ALSHAMMARI,25 APR 1998,KUW,11.82,"Preliminary Round - Heat 2, Wind: +0.5",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/kuwait/mudhawi-alshammari-14597370,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Regine TUGADE-WATSON,28 JAN 1998,GUM,12.17,"Preliminary Round - Heat 2, Wind: +0.5",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/guam/regine-tugade-watson-014636367,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Charlotte AFRIAT,17 OCT 2002,MON,12.35,"Preliminary Round - Heat 2, Wind: +0.5",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/monaco/charlotte-afriat-014818090,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Silina PHA APHAY,29 MAR 1996,LAO,12.41,"Preliminary Round - Heat 2, Wind: +0.5",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/laos/silina-pha-aphay-14810342,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Hsi-En HSIEH,29 SEP 1994,TPE,12.49,"Preliminary Round - Heat 2, Wind: +0.5",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/chinese-taipei/hsi-en-hsieh-014671031,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Sarswati CHAUDHARY,12 FEB 1997,NEP,12.91,"Preliminary Round - Heat 2, Wind: +0.5",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/nepal/sarswati-chaudhary-014651391,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
9,Yasmeen ALDABBAGH,22 SEP 1997,KSA,13.34,"Preliminary Round - Heat 2, Wind: +0.5",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/saudi-arabia/yasmeen-aldabbagh-14988459,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Joella LLOYD,12 APR 2002,ANT,11.55,"Preliminary Round - Heat 3, Wind: +0.8",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/antigua-barbuda/joella-lloyd-14746897,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,Asimenye SIMWAKA,08 AUG 1997,MAW,11.76,"Preliminary Round - Heat 3, Wind: +0.8",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/malawi/asimenye-simwaka-14974007,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Alvin TEHUPEIORY,05 APR 1995,INA,11.89,"Preliminary Round - Heat 3, Wind: +0.8",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/indonesia/alvin-tehupeiory-014478692,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Carla SCICLUNA,27 JAN 2001,MLT,12.11,"Preliminary Round - Heat 3, Wind: +0.8",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/malta/carla-scicluna-14803344,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Hanna BARAKAT,01 SEP 1999,PLE,12.16,"Preliminary Round - Heat 3, Wind: +0.8",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/palestine/hanna-barakat-14790015,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Mazoon AL ALAWI,14 NOV 1997,OMA,12.35,"Preliminary Round - Heat 3, Wind: +0.8",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/oman/mazoon-al-alawi-14594402,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Aissata Denn CONTE,04 SEP 2001,GUI,12.43,"Preliminary Round - Heat 3, Wind: +0.8",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/guinea/aissata-denn-conte-14856187,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Matie STANLEY,04 MAY 2003,TUV,14.52,"Preliminary Round - Heat 3, Wind: +0.8",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/tuvalu/matie-stanley-14987255,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
9,Houleye BA,17 JUL 1992,MTN,15.26,"Preliminary Round - Heat 3, Wind: +0.8",Women's 100 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/mauritania/houleye-ba-14762270,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,21.53,"Final, Wind: +0.8",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/jamaica/elaine-thompson-herah-14285956,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,Christine MBOMA,22 MAY 2003,NAM,21.81,"Final, Wind: +0.8",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/namibia/christine-mboma-14913394,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Gabrielle THOMAS,07 DEC 1996,USA,21.87,"Final, Wind: +0.8",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/gabrielle-thomas-14733520,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,21.94,"Final, Wind: +0.8",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/jamaica/shelly-ann-fraser-pryce-14285680,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Marie-Josée TA LOU,18 NOV 1988,CIV,22.27,"Final, Wind: +0.8",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/cote-divoire/marie-josee-ta-lou-14415994,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Beatrice MASILINGI,10 APR 2003,NAM,22.28,"Final, Wind: +0.8",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/namibia/beatrice-masilingi-14873311,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Mujinga KAMBUNDJI,17 JUN 1992,SUI,22.3,"Final, Wind: +0.8",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/switzerland/mujinga-kambundji-14300897,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Shaunae MILLER-UIBO,15 APR 1994,BAH,24,"Final, Wind: +0.8",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/bahamas/shaunae-miller-uibo-14368116,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,22.13,"Semifinal - Heat 1, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/jamaica/shelly-ann-fraser-pryce-14285680,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,Beatrice MASILINGI,10 APR 2003,NAM,22.4,"Semifinal - Heat 1, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/namibia/beatrice-masilingi-14873311,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Anthonique STRACHAN,22 AUG 1993,BAH,22.56,"Semifinal - Heat 1, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/bahamas/anthonique-strachan-14368117,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Riley DAY,30 MAR 2000,AUS,22.56,"Semifinal - Heat 1, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/australia/riley-day-14613323,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Jenna PRANDINI,20 NOV 1992,USA,22.57,"Semifinal - Heat 1, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/jenna-prandini-14329068,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Dafne SCHIPPERS,15 JUN 1992,NED,23.03,"Semifinal - Heat 1, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/netherlands/dafne-schippers-014291986,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Lorène Dorcas BAZOLO,04 MAY 1983,POR,23.2,"Semifinal - Heat 1, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/portugal/lorene-dorcas-bazolo-14375638,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Lisa Marie KWAYIE,27 OCT 1996,GER,23.42,"Semifinal - Heat 1, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/germany/lisa-marie-kwayie-014454037,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,21.66,"Semifinal - Heat 2, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/jamaica/elaine-thompson-herah-14285956,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,Christine MBOMA,22 MAY 2003,NAM,21.97,"Semifinal - Heat 2, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/namibia/christine-mboma-14913394,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Gabrielle THOMAS,07 DEC 1996,USA,22.01,"Semifinal - Heat 2, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/gabrielle-thomas-14733520,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Gina BASS,03 MAY 1995,GAM,22.67,"Semifinal - Heat 2, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/the-gambia/gina-mariam-bass-bittaye-14479741,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Beth DOBBIN,07 JUN 1994,GBR,22.85,"Semifinal - Heat 2, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/great-britain-ni/beth-dobbin-14515204,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Crystal EMMANUEL,27 NOV 1991,CAN,23.05,"Semifinal - Heat 2, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/canada/crystal-emmanuel-14270576,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Gémima JOSEPH,17 OCT 2001,FRA,23.19,"Semifinal - Heat 2, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/france/gemima-joseph-14738969,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Gloria HOOPER,03 MAR 1992,ITA,23.28,"Semifinal - Heat 2, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/italy/gloria-hooper-14381808,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
9,Rafailia SPANOUDAKI-CHATZIRIGA,07 JUN 1994,GRE,23.38,"Semifinal - Heat 2, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/greece/rafailia-spanoudaki-chatziriga-14686534,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Marie-Josée TA LOU,18 NOV 1988,CIV,22.11,"Semifinal - Heat 3, Wind: +0.1",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/cote-divoire/marie-josee-ta-lou-14415994,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,Shaunae MILLER-UIBO,15 APR 1994,BAH,22.14,"Semifinal - Heat 3, Wind: +0.1",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/bahamas/shaunae-miller-uibo-14368116,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Mujinga KAMBUNDJI,17 JUN 1992,SUI,22.26,"Semifinal - Heat 3, Wind: +0.1",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/switzerland/mujinga-kambundji-14300897,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Nzubechi Grace NWOKOCHA,07 APR 2001,NGR,22.47,"Semifinal - Heat 3, Wind: +0.1",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/nigeria/nzubechi-grace-nwokocha-14886275,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Aminatou SEYNI,24 OCT 1996,NIG,22.54,"Semifinal - Heat 3, Wind: +0.1",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/niger/aminatou-seyni-14819214,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Anavia BATTLE,28 MAR 1999,USA,23.02,"Semifinal - Heat 3, Wind: +0.1",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/anavia-battle-014715397,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Imke VERVAET,11 APR 1993,BEL,23.31,"Semifinal - Heat 3, Wind: +0.1",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/belgium/imke-vervaet-14270101,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Dalia KADDARI,23 MAR 2001,ITA,23.41,"Semifinal - Heat 3, Wind: +0.1",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/italy/dalia-kaddari-14775977,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Marie-Josée TA LOU,18 NOV 1988,CIV,22.3,"Round 1 - Heat 1, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/cote-divoire/marie-josee-ta-lou-14415994,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,Shaunae MILLER-UIBO,15 APR 1994,BAH,22.4,"Round 1 - Heat 1, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/bahamas/shaunae-miller-uibo-14368116,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Nzubechi Grace NWOKOCHA,07 APR 2001,NGR,22.47,"Round 1 - Heat 1, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/nigeria/nzubechi-grace-nwokocha-14886275,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Gloria HOOPER,03 MAR 1992,ITA,23.16,"Round 1 - Heat 1, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/italy/gloria-hooper-14381808,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Ana Carolina AZEVEDO,19 MAY 1998,BRA,23.2,"Round 1 - Heat 1, Wind: +0.3",Women's 200 Metres,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/brazil/ana-carolina-azevedo-14579558,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
